"","home","home_scores","home_total_shots","home_shots_on_target","home_total_passes","home_long_passes","home_total_dribbles","home_successful_dribbles","home_total_tackles","home_successful_tackles","home_total_interceptions","home_total_clearances","home_total_blocks","home_total_offsides","home_total_fouls","home_total_aerial_duels","home_total_touches","home_total_loss_of_possession","home_turnover","home_total_errors","home_total_saves","home_total_claims","home_total_punches","away","away_scores","away_total_shots","away_shots_on_target","away_total_passes","away_long_passes","away_total_dribbles","away_successful_dribbles","away_total_tackles","away_successful_tackles","away_total_interceptions","away_total_clearances","away_total_blocks","away_total_offsides","away_total_fouls","away_total_aerial_duels","away_total_touches","away_total_loss_of_possession","away_turnover","away_total_errors","away_total_saves","away_total_claims","away_total_punches","result"
"1570","Man Utd",4,16,7,476,55,23,9,18,14,15,13,13,2,15,14,666,18,7,1,3,0,0,"Everton",0,7,3,510,66,9,4,31,22,15,29,11,3,14,8,682,23,12,1,3,0,0,"1"
"1571","West Ham",2,10,4,367,97,15,6,28,19,18,23,16,6,10,16,592,26,14,0,2,0,0,"Tottenham",3,15,5,394,69,17,9,25,19,9,39,15,5,20,22,618,28,14,0,2,0,0,"-1"
"1572","Burnley",0,4,2,456,89,14,7,21,15,13,22,13,5,9,26,646,31,12,0,2,1,1,"Huddersfield",0,9,2,417,77,12,6,32,25,17,35,8,3,14,22,632,22,12,0,3,2,0,"0"
"1573","Everton",2,12,3,426,75,12,3,29,19,21,24,11,3,12,15,623,21,15,0,3,1,1,"Bournemouth",1,8,4,415,59,23,10,16,13,5,22,15,1,11,14,598,23,12,0,0,3,1,"1"
"1574","Man City",5,25,9,724,34,20,14,20,6,11,6,14,0,6,10,912,28,16,0,0,0,1,"Crystal Palace",0,5,0,281,57,15,14,30,16,15,30,21,1,7,10,458,18,13,2,4,1,1,"1"
"1575","Southampton",0,14,4,544,53,13,8,23,18,11,10,12,3,12,6,736,24,11,1,3,0,0,"Man Utd",1,9,4,368,66,13,5,24,16,12,40,17,2,9,18,564,29,17,0,3,1,0,"-1"
"1576","Stoke",0,13,2,407,63,19,3,32,18,13,8,6,0,5,7,594,26,10,1,0,0,0,"Chelsea",4,7,4,547,55,21,14,29,26,11,29,19,1,14,11,739,32,21,0,2,0,0,"-1"
"1577","Swansea",1,10,3,429,62,10,8,33,21,10,17,9,0,9,23,628,29,14,1,2,0,0,"Watford",2,8,4,433,64,24,12,25,17,12,43,9,3,16,29,644,26,15,0,2,1,1,"-1"
"1578","Leicester",2,12,7,360,64,20,10,27,15,9,26,19,4,13,24,591,27,19,0,3,1,0,"Liverpool",3,23,6,486,71,19,12,24,14,8,34,7,1,14,30,688,21,12,1,5,2,1,"-1"
"1579","Brighton",1,7,3,438,75,14,6,27,16,11,40,18,1,6,33,629,15,7,1,5,1,0,"Newcastle",0,17,5,458,44,20,11,20,14,12,29,7,0,8,21,658,19,10,0,2,0,0,"1"
"1580","Arsenal",2,16,6,615,53,19,13,25,15,12,24,7,0,8,24,821,32,22,1,2,1,1,"West Bromwich Albion",0,7,3,272,67,18,10,29,16,20,23,9,0,17,21,441,25,14,0,4,1,0,"1"
"1581","Huddersfield",0,6,1,368,71,14,5,37,25,21,25,16,4,7,11,580,22,15,2,3,0,0,"Tottenham",4,14,7,558,66,24,12,21,16,7,31,18,2,4,14,770,29,13,0,1,0,1,"-1"
"1582","Manchester United",4,18,7,566,77,23,12,27,17,11,18,15,2,6,17,751,19,9,0,1,0,1,"Crystal Palace",0,6,1,377,57,13,10,32,20,14,18,19,1,9,8,582,42,26,0,3,2,1,"1"
"1583","Stoke",2,17,6,262,57,8,4,29,14,12,42,17,1,11,29,460,31,21,1,2,1,0,"Southampton",1,21,3,620,61,19,15,18,14,14,19,16,3,10,21,838,27,16,1,5,1,0,"1"
"1584","West Bromwich Albion",2,9,4,295,72,21,10,34,25,10,45,15,1,12,31,501,25,12,0,1,2,1,"Watford",2,15,3,552,66,19,9,31,21,5,22,8,1,11,27,757,27,11,0,2,0,2,"0"
"1585","West Ham",1,9,4,375,72,14,6,28,22,17,25,10,1,15,24,585,31,23,0,1,0,0,"Swansea",0,6,1,501,62,19,6,20,14,12,18,14,0,13,19,691,25,14,0,3,3,0,"1"
"1586","Bournemouth",0,19,4,540,60,27,14,22,12,4,31,15,1,6,24,753,29,19,0,1,1,3,"Leicester",0,8,1,347,92,16,10,33,19,13,38,15,3,10,27,540,18,10,0,4,1,1,"0"
"1587","Chelsea",0,4,2,395,58,16,10,27,19,9,20,14,8,8,7,589,27,14,0,4,0,0,"Man City",1,17,6,653,49,17,8,29,19,11,20,14,0,13,18,836,23,11,0,2,1,0,"-1"
"1588","Arsenal",2,25,11,697,34,14,10,25,15,11,23,11,2,7,30,874,25,18,0,1,2,4,"Brighton",0,9,1,357,61,19,10,20,10,19,22,18,3,8,13,548,15,8,1,6,1,0,"1"
"1589","Everton",0,25,4,501,76,15,7,15,8,4,43,12,1,14,32,705,23,11,0,1,0,2,"Burnley",1,5,2,295,95,10,7,25,18,13,60,22,1,7,35,517,21,15,0,4,2,1,"-1"
"1590","Newcastle",1,8,5,295,64,7,3,24,14,13,35,16,1,11,17,470,27,13,1,1,0,1,"Liverpool",1,17,2,613,55,13,10,19,16,13,14,9,2,6,20,812,29,15,0,4,0,0,"0"
"1591","Liverpool",0,19,5,580,34,27,22,27,17,7,24,13,3,7,11,807,30,14,1,1,0,0,"Man Utd",0,6,1,354,69,19,10,43,21,12,28,14,1,13,11,549,23,13,1,5,0,0,"0"
"1592","Man City",7,21,11,892,42,10,5,18,12,10,6,3,2,5,18,1031,19,10,0,0,0,0,"Stoke",2,5,1,231,58,16,6,17,12,11,16,11,1,8,7,361,16,10,1,4,0,0,"1"
"1593","Burnley",1,20,5,454,62,13,9,18,12,6,15,6,2,11,30,634,22,16,1,5,1,1,"West Ham",1,8,6,285,80,18,6,18,9,13,30,13,1,14,25,454,17,12,0,4,0,3,"0"
"1594","Crystal Palace",2,14,5,431,77,28,11,36,23,15,24,19,1,7,5,652,31,18,1,4,0,0,"Chelsea",1,16,5,559,55,23,13,34,23,11,37,12,6,6,24,795,35,19,2,4,1,0,"1"
"1595","Swansea",2,7,3,360,65,10,3,27,15,13,15,16,1,12,20,533,26,15,0,2,1,0,"Huddersfield",0,7,2,539,66,15,12,19,16,8,16,7,0,16,13,713,33,21,2,1,2,0,"1"
"1596","Tottenham",1,18,6,688,93,14,8,21,19,7,18,14,3,9,19,890,23,16,0,2,0,0,"Bournemouth",0,5,1,254,59,7,2,19,11,7,31,15,1,7,16,420,25,11,0,5,1,1,"1"
"1597","Watford",2,11,2,465,65,15,6,17,15,16,24,6,1,8,22,654,25,12,0,5,0,0,"Arsenal",1,9,6,552,74,7,2,24,18,9,36,12,0,10,30,723,29,17,0,0,1,0,"1"
"1598","Brighton",1,12,3,385,79,16,9,30,18,16,26,16,5,12,25,596,21,8,0,5,0,1,"Everton",1,13,6,451,65,19,12,29,20,8,31,15,1,10,24,665,29,17,0,2,1,1,"0"
"1599","Southampton",2,12,2,583,73,17,12,20,11,11,32,17,1,11,28,780,26,15,1,2,0,0,"Newcastle",2,19,5,347,56,14,9,26,14,6,39,13,0,12,18,539,20,11,0,0,2,1,"0"
"1600","Leicester",1,11,3,486,66,19,14,28,21,6,18,11,1,13,19,688,25,14,0,0,1,0,"West Bromwich Albion",1,5,1,378,75,18,7,29,15,19,28,12,1,6,20,579,25,11,0,2,3,0,"0"
"1601","West Ham",0,16,2,604,54,18,8,20,15,7,3,7,3,5,15,786,19,14,0,2,0,0,"Brighton",3,7,5,337,71,14,5,18,10,14,45,21,1,13,22,527,25,19,0,2,1,0,"-1"
"1602","Chelsea",4,14,8,462,50,17,13,27,22,13,28,17,6,13,24,676,25,10,0,3,0,1,"Watford",2,16,5,406,51,17,5,30,17,17,13,6,3,16,16,608,27,17,1,4,1,0,"1"
"1603","Stoke",1,11,3,407,78,14,10,17,11,9,9,12,4,17,23,595,23,10,0,1,0,0,"Bournemouth",2,7,3,391,66,12,6,27,17,8,42,12,1,10,20,586,24,17,0,2,1,1,"-1"
"1604","Swansea",1,20,4,463,60,12,5,30,17,4,21,11,0,6,18,685,31,14,0,5,1,0,"Leicester",2,11,6,381,86,25,13,28,23,13,29,18,3,9,20,578,12,6,0,3,1,1,"-1"
"1605","Huddersfield",2,5,3,210,53,17,11,40,27,13,49,17,2,10,15,423,26,16,0,2,0,1,"Man Utd",1,9,3,741,55,28,13,24,13,10,17,8,3,12,15,947,31,19,2,1,1,0,"1"
"1606","Man City",3,15,10,803,43,22,17,15,9,5,17,5,1,10,13,964,23,14,1,0,0,1,"Burnley",0,6,0,227,63,8,6,31,14,25,20,10,2,6,6,390,18,10,0,7,3,0,"1"
"1607","Newcastle United",1,7,3,453,70,13,5,29,16,6,30,23,0,12,23,642,26,17,0,0,0,0,"Crystal Palace",0,10,0,365,64,20,13,21,16,11,28,11,1,14,27,568,25,14,0,2,1,0,"1"
"1608","Southampton",1,20,6,589,62,23,17,22,21,8,30,9,2,10,20,798,19,13,0,2,0,0,"West Bromwich Albion",0,7,2,307,70,5,1,27,10,12,31,16,1,8,21,482,28,10,0,5,1,0,"1"
"1609","Everton",2,9,3,287,58,12,6,19,8,10,30,22,2,14,18,477,22,14,0,9,0,2,"Arsenal",5,30,14,616,69,13,11,18,12,8,23,10,1,14,13,807,23,17,2,1,0,0,"-1"
"1610","Tottenham",4,14,6,359,69,22,6,32,22,9,29,17,1,2,10,560,17,4,0,6,1,1,"Liverpool",1,12,7,629,73,21,10,32,26,2,12,16,2,8,8,830,31,17,2,1,0,1,"1"
"1611","Man Utd",1,11,3,405,74,17,7,17,9,15,30,16,2,12,16,624,24,20,1,4,0,0,"Tottenham",0,13,4,509,74,12,8,18,11,14,33,18,1,14,13,720,24,19,0,2,0,0,"1"
"1612","Watford",0,15,0,561,66,16,11,14,11,5,14,9,4,10,22,756,32,19,0,1,0,0,"Stoke",1,6,2,249,65,6,3,29,18,8,57,26,2,9,32,463,28,19,0,0,2,1,"-1"
"1613","West Brom",2,7,4,254,69,16,12,36,21,17,16,14,5,10,12,416,24,11,0,2,0,0,"Man City",3,15,5,929,56,21,15,28,16,10,21,13,1,7,17,1116,38,22,2,2,0,1,"-1"
"1614","Crystal Palace",2,20,9,410,60,26,14,36,21,11,17,14,3,18,19,624,29,13,1,0,1,0,"West Ham",2,6,2,331,63,26,15,37,23,14,36,11,1,15,19,554,24,12,1,7,0,1,"0"
"1615","Arsenal",2,17,5,805,66,9,3,20,16,7,13,4,2,9,17,963,18,8,1,1,0,0,"Swansea",1,4,2,300,73,6,4,17,14,18,38,10,1,9,8,467,25,11,0,3,1,0,"1"
"1616","Liverpool",3,16,8,766,52,10,8,21,14,7,14,8,0,10,14,933,29,18,0,0,0,0,"Huddersfield",0,1,0,280,70,11,7,21,13,24,27,11,1,8,10,454,23,12,1,5,1,0,"1"
"1617","Bournemouth",0,7,1,459,60,17,7,12,7,16,19,16,0,5,12,634,23,16,3,4,1,0,"Chelsea",1,18,5,653,58,9,5,23,16,13,13,9,5,5,15,825,21,16,0,1,2,0,"-1"
"1618","Brighton",1,7,2,490,69,14,9,26,18,7,20,12,0,9,16,658,22,9,0,0,0,0,"Southampton",1,6,1,450,67,13,8,25,16,7,17,14,1,10,9,624,25,12,0,1,2,0,"0"
"1619","Leicester",2,9,3,324,80,15,8,20,14,14,31,24,4,6,20,529,26,13,0,2,0,3,"Everton",0,15,2,470,65,13,6,27,19,9,25,7,1,10,22,670,29,19,1,1,0,2,"1"
"1620","Burnley",1,12,5,451,76,11,9,21,14,11,29,8,4,9,24,652,23,15,0,5,2,0,"Newcastle",0,12,5,521,86,12,7,19,10,12,27,11,1,10,29,701,26,16,0,4,4,0,"1"
"1621","Stoke",2,11,7,379,61,11,6,21,15,12,18,11,0,12,27,550,22,12,0,2,0,0,"Leicester",2,14,4,424,47,10,6,20,14,4,24,14,5,8,26,613,24,12,0,5,2,0,"0"
"1622","Swansea",0,12,2,468,71,24,11,15,12,10,19,10,1,13,27,654,17,8,0,1,1,1,"Brighton",1,5,2,371,82,6,3,28,17,10,36,14,2,12,23,542,20,11,0,2,1,0,"-1"
"1623","Huddersfield",1,7,3,421,70,12,5,29,20,17,33,9,4,8,19,618,20,14,0,3,5,1,"West Brom",0,9,3,417,71,17,9,18,13,11,18,8,4,15,17,600,30,16,0,2,1,0,"1"
"1624","Newcastle United",0,16,4,373,80,12,8,24,19,12,28,19,5,11,31,569,19,11,0,4,0,0,"Bournemouth",1,16,6,407,75,14,5,18,10,10,24,11,1,12,36,595,22,11,2,4,0,1,"-1"
"1625","Southampton",0,13,3,575,76,13,11,22,15,4,18,12,2,4,16,748,22,13,0,0,0,0,"Burnley",1,5,1,344,69,10,7,22,11,11,35,14,1,4,23,516,23,11,0,3,2,1,"-1"
"1626","West Ham",1,6,1,442,76,13,9,20,10,6,14,16,5,9,16,622,36,19,0,4,1,0,"Liverpool",4,15,7,488,70,15,10,29,20,7,20,14,1,13,14,658,25,19,0,0,1,0,"-1"
"1627","Tottenham",1,12,2,583,74,16,7,28,20,13,30,10,3,6,16,797,21,8,1,3,2,1,"Crystal Palace",0,11,3,268,68,16,8,26,19,16,41,11,4,7,14,474,26,11,1,1,0,0,"1"
"1628","Man City",3,9,5,624,45,19,16,23,18,14,22,11,3,15,5,807,25,12,0,2,0,0,"Arsenal",1,6,3,450,44,13,5,32,16,15,13,8,3,15,5,618,32,17,0,3,0,0,"1"
"1629","Chelsea",1,18,8,471,67,19,10,18,14,17,16,14,0,16,17,666,16,10,0,2,1,0,"Manchester United",0,10,2,396,79,13,4,23,13,14,22,13,0,20,19,598,25,16,1,7,0,1,"1"
"1630","Everton",3,9,5,294,71,13,5,33,20,20,37,16,5,14,25,509,27,20,0,1,3,1,"Watford",2,11,3,472,73,23,13,19,14,6,23,9,1,12,34,688,33,21,0,2,0,0,"1"
"1631","Arsenal",2,14,5,399,67,13,7,33,18,16,37,10,8,11,16,618,27,20,2,4,0,0,"Tottenham",0,14,4,549,75,23,15,19,12,17,22,20,1,16,20,768,26,14,1,3,0,1,"1"
"1632","Bournemouth",4,9,5,246,52,12,4,23,12,8,48,16,1,13,22,429,23,9,0,3,1,0,"Huddersfield",0,19,3,539,84,16,11,23,19,10,10,4,0,10,12,736,22,13,1,1,1,1,"1"
"1633","West Brom",0,7,2,378,59,19,10,33,18,13,16,13,3,13,19,560,27,19,0,3,0,0,"Chelsea",4,11,7,610,69,26,15,24,14,10,20,8,1,12,13,786,22,13,1,2,2,1,"-1"
"1634","Burnley",2,17,7,296,71,10,6,38,23,8,18,14,3,12,24,484,18,11,0,1,2,1,"Swansea",0,14,1,471,60,23,15,16,10,8,29,14,1,12,22,686,27,11,0,6,1,0,"1"
"1635","Crystal Palace",2,16,7,539,64,28,13,21,12,13,16,6,1,9,16,778,40,18,1,3,0,0,"Everton",2,8,5,248,67,15,9,47,34,20,46,15,1,26,17,467,25,18,0,5,2,0,"0"
"1636","Leicester",0,2,0,266,65,16,10,24,11,11,24,17,3,8,12,424,21,13,0,2,0,0,"Manchester City",2,12,4,784,45,18,13,23,13,9,17,10,1,10,13,943,25,17,0,1,0,1,"-1"
"1637","Liverpool",3,21,8,562,60,37,15,14,11,6,20,13,2,15,11,765,21,12,0,0,0,1,"Southampton",0,5,0,362,68,9,3,41,26,12,36,12,2,9,18,553,22,16,2,5,0,0,"1"
"1638","Man Utd",4,16,7,620,72,27,12,27,15,5,20,6,1,10,14,811,15,9,0,4,0,0,"Newcastle",1,12,5,344,62,21,12,30,18,9,34,18,1,9,13,526,19,9,0,3,0,1,"1"
"1639","Watford",2,17,7,614,51,13,7,22,13,9,24,8,0,13,22,783,19,16,0,5,0,2,"West Ham",0,10,6,434,72,18,9,13,6,22,26,13,3,10,23,617,18,14,1,5,0,0,"1"
"1640","Brighton",2,9,3,462,62,18,11,32,14,15,17,14,3,13,9,635,19,14,2,4,2,0,"Stoke",2,13,6,396,53,23,18,21,10,14,27,9,1,5,22,591,17,8,0,1,1,0,"0"
"1641","West Ham",1,8,4,381,49,28,18,28,19,4,14,13,0,9,28,595,35,19,0,1,0,1,"Leicester",1,7,2,404,61,18,9,42,24,9,35,11,1,12,23,605,28,16,0,3,0,1,"0"
"1642","Man Utd",1,15,4,565,58,29,18,15,10,14,14,10,2,9,14,754,25,13,0,2,2,0,"Brighton",0,9,2,404,74,7,5,36,18,14,30,17,1,9,14,595,28,20,0,4,1,1,"1"
"1643","Newcastle United",0,13,2,480,71,26,11,16,12,21,22,15,4,8,28,699,26,11,0,2,0,0,"Watford",3,12,4,441,83,7,4,38,27,13,34,12,1,13,23,629,22,13,0,2,1,2,"-1"
"1644","Crystal Palace",2,10,5,492,48,18,9,40,27,11,19,13,2,9,14,709,36,23,0,2,0,0,"Stoke",1,10,3,425,57,28,13,29,20,23,29,14,1,5,15,667,33,16,0,3,0,0,"1"
"1645","Tottenham",1,25,5,689,60,26,17,25,15,5,9,4,2,10,21,891,27,13,1,1,0,0,"West Bromwich Albion",1,5,2,266,74,18,10,37,20,13,41,20,6,13,27,473,28,20,0,4,1,0,"0"
"1646","Swansea",0,10,1,447,71,11,10,30,17,15,25,12,3,18,18,631,26,11,0,5,0,0,"Bournemouth",0,9,5,472,56,21,13,26,16,11,31,15,1,6,17,682,26,15,1,1,0,0,"0"
"1647","Liverpool",1,16,4,587,51,28,13,37,19,10,30,19,0,10,7,813,28,15,0,2,2,0,"Chelsea",1,11,3,497,56,26,18,36,23,13,22,13,5,7,12,722,27,13,0,3,1,0,"0"
"1648","Southampton",4,17,5,663,64,12,8,23,19,9,20,9,0,6,26,864,20,10,0,1,1,0,"Everton",1,5,2,329,65,10,4,20,12,14,30,19,0,13,24,496,27,13,1,1,0,0,"1"
"1649","Burnley",0,8,2,350,68,15,9,27,13,11,33,15,4,8,19,532,24,17,0,1,1,1,"Arsenal",1,18,2,636,45,19,14,20,11,5,25,7,3,14,24,798,17,8,0,2,2,1,"-1"
"1650","Huddersfield",1,4,0,184,65,19,8,31,16,23,25,14,3,10,19,359,22,12,0,3,0,0,"Manchester City",2,15,5,733,36,26,15,29,21,6,17,10,3,10,11,914,20,14,0,0,0,0,"-1"
"1651","Leicester",2,7,4,336,69,21,9,33,23,14,45,13,2,7,16,560,23,14,0,4,1,1,"Tottenham",1,18,6,561,55,26,10,28,19,11,16,13,1,10,18,764,27,14,0,1,0,0,"1"
"1652","Brighton",0,10,4,452,76,11,8,32,19,8,18,6,5,13,25,637,17,11,0,4,0,0,"Crystal Palace",0,10,4,405,64,19,13,17,9,13,24,17,0,8,28,587,28,13,0,3,1,1,"0"
"1653","Watford",2,12,3,496,41,21,14,29,16,13,24,10,0,12,16,703,30,19,0,2,0,0,"Man Utd",4,15,7,346,72,20,13,28,14,10,38,18,0,10,16,545,27,16,0,1,0,0,"-1"
"1654","West Bromwich Albion",2,9,4,401,69,24,11,28,22,13,29,12,0,13,27,610,21,14,0,3,0,0,"Newcastle United",2,14,4,435,70,17,6,29,18,7,29,13,2,12,27,655,35,19,0,2,0,0,"0"
"1655","Chelsea",1,21,10,608,68,19,12,26,22,15,15,11,0,10,21,828,26,16,0,0,1,0,"Swansea",0,2,0,404,65,12,4,28,16,14,42,23,0,7,9,611,32,16,2,9,1,0,"1"
"1656","Bournemouth",1,11,2,567,76,19,5,17,14,6,18,10,0,9,27,763,28,16,0,2,0,0,"Burnley",2,10,4,345,96,7,3,27,22,17,30,18,1,11,18,543,25,15,0,1,1,0,"-1"
"1657","Arsenal",5,21,7,813,61,13,7,26,19,15,13,9,2,10,13,984,19,11,0,2,2,1,"Huddersfield",0,7,2,337,48,12,7,20,13,15,30,12,3,12,16,519,32,17,1,1,0,0,"1"
"1658","Everton",4,8,5,411,70,18,11,36,19,15,49,9,2,16,26,613,20,13,0,3,2,0,"West Ham",0,7,3,511,66,30,17,22,11,7,13,7,1,6,22,703,18,10,1,1,0,0,"1"
"1659","Man City",2,26,12,778,31,14,7,25,16,9,12,11,1,12,19,982,31,19,0,1,1,0,"Southampton",1,7,2,270,78,16,9,22,15,24,32,27,1,11,13,467,16,6,1,10,0,1,"1"
"1660","Stoke",0,10,1,349,65,18,11,27,16,18,21,18,4,8,34,553,21,11,1,4,0,0,"Liverpool",3,14,7,548,63,18,11,25,14,13,31,19,2,10,25,744,21,11,1,1,2,3,"-1"
"1661","Chelsea",3,23,9,743,53,21,18,23,17,14,13,11,2,8,20,944,24,10,1,1,0,0,"Newcastle United",1,8,2,390,55,10,6,35,17,13,37,19,1,13,10,579,27,13,1,6,1,0,"1"
"1662","Everton",2,6,4,367,75,14,4,20,13,14,42,14,1,12,40,574,30,16,0,3,1,0,"Huddersfield",0,5,3,396,94,12,7,27,23,13,34,11,0,9,29,605,21,12,0,2,2,0,"1"
"1663","Brighton",1,7,2,489,70,14,6,27,18,12,15,6,0,8,16,627,21,10,0,2,0,0,"Liverpool",5,12,6,662,60,17,9,23,17,15,19,7,2,7,13,824,23,12,0,1,0,0,"-1"
"1664","Stoke",2,10,3,377,63,16,9,20,13,13,35,16,3,12,25,583,35,14,0,3,0,0,"Swansea",1,10,3,458,71,11,7,33,24,5,21,7,0,10,19,649,22,11,1,1,2,0,"1"
"1665","Leicester",1,16,3,415,80,23,9,10,7,4,24,11,1,3,25,610,24,14,1,5,0,1,"Burnley",0,14,4,382,57,7,3,32,23,6,27,22,6,11,21,581,21,15,0,2,4,2,"1"
"1666","Watford",1,6,2,399,53,11,4,27,20,11,24,8,1,16,19,591,28,12,0,1,1,0,"Tottenham",1,8,2,404,65,14,7,25,21,11,30,16,10,8,15,624,35,19,0,1,4,0,"0"
"1667","West Bromwich Albion",0,20,6,395,79,18,12,25,15,16,21,12,3,11,27,616,29,19,0,2,0,0,"Crystal Palace",0,10,2,380,74,19,10,27,15,9,30,19,1,10,31,593,21,14,1,7,2,0,"0"
"1668","Arsenal",1,33,16,656,34,12,9,25,18,5,10,10,4,11,12,846,23,11,2,2,0,0,"Man Utd",3,8,4,222,62,18,7,24,15,14,67,26,0,10,25,451,20,9,0,14,0,0,"-1"
"1669","Bournemouth",1,16,5,415,60,22,10,25,12,10,29,12,0,6,13,632,23,10,0,2,4,1,"Southampton",1,15,4,458,61,21,13,33,23,27,17,13,6,12,23,661,19,12,1,4,0,0,"0"
"1670","Man City",2,24,8,753,31,19,13,34,22,6,9,9,2,5,17,956,29,14,0,3,0,0,"West Ham",1,7,4,220,57,20,12,33,20,15,37,24,4,7,15,446,37,18,0,6,2,1,"1"
"1671","West Ham",1,5,2,299,62,30,22,37,22,21,32,21,3,10,14,536,39,20,0,2,1,1,"Chelsea",0,19,2,683,44,25,15,46,24,8,17,10,2,10,18,895,31,16,0,1,0,0,"1"
"1672","Swansea",1,18,3,461,63,15,13,26,20,9,24,8,1,8,21,675,28,14,0,1,2,0,"West Bromwich Albion",0,7,1,396,74,13,6,28,15,6,29,17,2,18,28,589,27,12,0,2,2,0,"1"
"1673","Burnley",1,8,5,377,68,10,5,12,8,13,38,15,6,10,41,565,15,9,0,2,1,0,"Watford",0,11,2,394,71,8,4,15,10,14,34,10,3,12,34,580,18,12,0,4,0,3,"1"
"1674","Crystal Palace",2,24,8,345,70,13,5,28,18,15,18,17,5,14,23,561,26,13,0,3,0,1,"Bournemouth",2,11,5,442,56,23,10,24,19,10,34,20,3,14,12,653,15,7,1,6,0,0,"0"
"1675","Huddersfield",2,19,6,541,75,11,6,28,23,10,16,13,1,6,35,746,23,10,0,2,0,0,"Brighton",0,7,2,391,80,14,5,23,17,13,24,22,5,10,22,598,28,13,2,4,1,1,"1"
"1676","Tottenham",5,20,11,657,54,15,5,24,18,10,16,6,7,12,19,843,23,12,1,2,0,2,"Stoke",1,5,3,268,79,12,6,22,17,13,29,12,2,9,21,438,21,8,1,7,0,0,"1"
"1677","Newcastle",2,11,4,337,63,21,9,43,21,10,22,17,1,10,33,519,18,9,0,3,0,0,"Leicester",3,13,5,562,79,31,22,29,20,6,16,11,2,8,24,751,25,9,1,2,0,1,"-1"
"1678","Southampton",1,6,3,375,53,22,12,23,14,20,36,16,4,12,9,568,16,9,0,5,2,1,"Arsenal",1,11,6,758,36,13,9,25,13,8,13,9,1,10,12,929,33,21,1,3,0,3,"0"
"1679","Liverpool",1,23,3,736,62,29,18,14,13,7,8,10,1,8,14,964,29,18,0,1,1,1,"Everton",1,3,2,197,72,7,1,39,21,20,49,22,0,11,14,384,19,11,1,2,1,0,"0"
"1680","Man Utd",1,8,5,329,77,23,14,39,22,19,17,15,4,16,13,517,19,9,1,5,0,0,"Man City",2,14,7,606,48,27,17,32,18,9,15,5,0,10,20,790,26,11,2,4,0,0,"-1"
"1681","Burnley",1,10,2,392,90,9,2,20,14,11,36,11,4,6,31,601,23,12,0,7,1,0,"Stoke",0,14,7,380,90,15,6,19,17,7,36,11,2,14,44,566,20,12,0,1,0,0,"1"
"1682","Huddersfield",1,7,2,431,48,12,8,20,8,11,16,10,2,11,11,559,17,10,2,2,0,0,"Chelsea",3,12,5,769,41,20,12,18,10,9,14,7,10,4,11,933,18,14,0,2,0,0,"-1"
"1683","Crystal Palace",2,14,4,415,57,20,8,17,13,9,45,7,3,14,35,631,27,15,1,1,1,0,"Watford",1,7,2,352,52,15,4,29,21,17,26,11,0,18,16,550,25,20,1,2,2,0,"1"
"1684","Swansea",0,7,3,223,54,19,14,31,12,12,18,9,2,12,10,383,29,16,1,6,1,0,"Man City",4,23,10,834,33,25,19,31,17,2,14,6,1,6,11,1011,20,14,0,3,1,1,"-1"
"1685","Newcastle United",0,16,4,509,75,20,11,21,17,10,7,9,2,10,34,717,31,13,1,3,0,0,"Everton",1,7,4,426,82,12,4,36,25,14,49,20,3,11,37,653,26,16,1,4,0,1,"-1"
"1686","Southampton",1,11,4,413,60,16,9,28,19,10,18,15,3,13,21,622,28,10,2,5,0,0,"Leicester",4,16,11,369,68,21,9,32,23,11,17,12,1,9,16,573,22,11,0,3,2,0,"-1"
"1687","Liverpool",0,14,5,711,35,31,17,27,20,11,24,11,1,16,17,929,30,17,0,1,3,1,"West Bromwich Albion",0,6,1,291,75,11,7,41,24,19,31,22,4,6,17,512,33,16,1,3,1,1,"0"
"1688","Tottenham",2,25,8,749,47,20,11,20,15,6,4,9,3,5,20,946,21,13,0,4,0,0,"Brighton",0,7,4,248,61,11,5,24,13,17,37,19,1,10,20,427,24,14,0,5,0,0,"1"
"1689","West Ham",0,6,0,300,59,22,15,26,11,17,38,25,4,9,20,512,28,16,0,3,1,0,"Arsenal",0,22,3,704,67,20,15,32,17,16,24,12,0,9,19,913,23,16,0,0,1,1,"0"
"1690","Man Utd",1,9,2,570,70,18,8,21,13,16,18,18,2,14,10,750,13,9,1,7,0,0,"Bournemouth",0,14,7,427,43,13,8,18,10,10,18,16,0,12,12,598,20,12,0,1,3,0,"1"
"1691","Leicester",0,11,2,452,57,40,21,36,16,12,12,17,0,12,23,678,25,15,0,3,2,0,"Crystal Palace",3,13,6,368,59,31,20,46,25,16,35,12,0,13,22,588,19,10,0,2,1,0,"-1"
"1692","Watford",1,13,3,452,62,15,10,25,18,12,14,13,3,12,21,662,33,13,2,3,0,1,"Huddersfield",4,15,9,310,57,14,7,34,24,10,20,22,3,17,24,509,31,19,0,2,0,0,"-1"
"1693","Arsenal",1,23,5,761,56,33,21,25,17,12,24,11,1,13,26,969,24,11,1,2,3,0,"Newcastle",0,10,2,299,76,17,8,42,21,14,41,23,2,9,38,512,20,10,0,4,0,1,"1"
"1694","Brighton",0,12,2,475,81,15,9,22,11,9,37,14,2,13,32,695,21,15,0,6,2,0,"Burnley",0,11,7,358,81,15,11,21,12,10,28,18,2,13,36,536,21,12,0,1,4,0,"0"
